LEVEL_1_CASE_TYPE,CASE_NUMBER,CASE_HASHKEY,LEVEL_2_CASE_TYPE,DOCUMENT_ID,DOCUMENT_FILED_DATE,DOCUMENT_NAME,SOURCE_SYSTEM_ID,DOCUMENT_HASHKEY,DOCUMENT_TYPE,DOCUMENT_NUMBER,DOCUMENT_NAME_DRIVE,LINK_DRIVE
Collections,24CHLC16339,331467577288303680,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",103525925,2024-10-07 00:00:00.000,Declaration (name extension),2,577115195284900995525825569950834162,Declaration,DEC010,declaration_24chlc16339_103525925,https://drive.google.com/file/d/1zhemmY9pyVeX0xs-PpqG-ykK-Ks_D1N1/view?usp=drivesdk
Collections,24CHLC16339,331467577288303680,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",103525926,2024-10-07 00:00:00.000,Declaration (name extension),2,54399246976409381523650023790193528,Declaration,DEC010,declaration_24chlc16339_103525926,https://drive.google.com/file/d/1pIN44l2V78Wf2b_Hbb23G469V-Gp80J5/view?usp=drivesdk
Collections,24CHLC16339,331467577288303680,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",103525927,2024-10-07 00:00:00.000,Declaration of Costs - CCP 1033,2,328764716612895123450971299718927440,Costs,CST010,declaration_24chlc16339_103525927,
Collections,24CHLC16339,331467577288303680,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",103525928,2024-10-07 00:00:00.000,Request for Dismissal,2,1075513234099322079775829901487198310,Request,REQ070,,
Collections,24CHLC16339,331467577288303680,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",103525930,2024-10-07 00:00:00.000,Declaration (name extension),2,118285585545542560575576460033976636,Declaration,DEC010,declaration_24chlc16339_103525930,https://drive.google.com/file/d/1FDQeh03MfmALzH8bneWskCxVvkfgr4X2/view?usp=drivesdk
Collections,24CHLC16339,331467577288303680,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",103525929,2024-10-15 00:00:00.000,Judgment,2,382416812874125156494658909990965742,Judgment,JUD015,,
Collections,24CHLC16339,331467577288303680,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",110814890,2025-08-26 00:00:00.000,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",2,714862306015203537358779645115864387,Costs,CST040,declaration_24chlc16339_110814890,
Collections,24CHLC16339,331467577288303680,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",110814889,2025-08-28 00:00:00.000,Writ of Execution,2,182781114572484707416211107263846432,Writ,WRIT030,,
Collections,24CHLC16361,662854941624568576,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100299156,2024-05-03 00:00:00.000,Complaint,2,558785305811507507764107090258834470,Complaint,COM040,complaint_24chlc16361_100299156,https://drive.google.com/file/d/1p_gskA7jyIcioRav7IbtYuMpVzaSrzi4/view?usp=drivesdk
Collections,24CHLC16361,662854941624568576,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100299157,2024-05-03 00:00:00.000,Civil Case Cover Sheet,2,812636574915825810230364183323268657,Miscellaneous,MISC020,,
Collections,24CHLC16361,662854941624568576,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100299158,2024-05-03 00:00:00.000,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),2,809778966374841339563349020359933273,Declaration,DEC075,declaration_24chlc16361_100299158,
Collections,24CHLC16361,662854941624568576,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100299159,2024-05-03 00:00:00.000,Summons,2,196701124227750200940194187459385553,Issuance,ISS030,,
Collections,24CHLC16361,662854941624568576,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100299160,2024-05-03 00:00:00.000,Declaration (name extension),2,474685304563360953156788541517258672,Declaration,DEC010,declaration_24chlc16361_100299160,https://drive.google.com/file/d/1J9VAWj0y9_g3achuzgZ4teH-0yMmauig/view?usp=drivesdk
Collections,24CHLC16361,662854941624568576,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100299162,2024-05-03 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",2,789076278504639629614092602395441196,Order to Show Cause,OSC030,,
Collections,24CHLC16361,662854941624568576,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100299163,2024-05-03 00:00:00.000,Notice of Case Assignment - Limited Civil Case,2,1201077054724313365735164570811833315,Notice,NTC040L,,
Collections,24CHLC16361,662854941624568576,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100354344,2024-05-06 00:00:00.000,Proof of Personal Service,2,276767793495176290865716241292064204,Proof of Service,POS110,,
Collections,24CHLC16361,662854941624568576,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",103526481,2024-10-07 00:00:00.000,Request for Entry of Default / Judgment,2,1253711204943889663339596275741147181,Request,REQ080,request_for_default_judgment_24chlc16361_103526481,https://drive.google.com/file/d/1WVwBnj4yOaDt-WqRpxW6w_63zg2apFa2/view?usp=drivesdk
Collections,24CHLC16361,662854941624568576,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",103526482,2024-10-07 00:00:00.000,Declaration (name extension),2,260091628342779808316375253761681856,Declaration,DEC010,declaration_24chlc16361_103526482,https://drive.google.com/file/d/1d1Kf3aJkqaD-Qde-4Qe51XmrBg8EbWn5/view?usp=drivesdk
Collections,24CHLC16361,662854941624568576,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",103526483,2024-10-07 00:00:00.000,Declaration (name extension),2,82648567958104474488303982281829070,Declaration,DEC010,declaration_24chlc16361_103526483,https://drive.google.com/file/d/13E2ID6clS7ZqFSJ33zVz7D-0C3N4ktPF/view?usp=drivesdk
Collections,24CHLC16361,662854941624568576,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",103526484,2024-10-07 00:00:00.000,Declaration of Costs - CCP 1033,2,154678747959113840062200990407062089,Costs,CST010,declaration_24chlc16361_103526484,
Collections,24CHLC16361,662854941624568576,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",103526485,2024-10-07 00:00:00.000,Request for Dismissal,2,953351813128513566043003450646811997,Request,REQ070,,
Collections,24CHLC16361,662854941624568576,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",103526487,2024-10-07 00:00:00.000,Declaration (name extension),2,543547215099716921694994161779569450,Declaration,DEC010,declaration_24chlc16361_103526487,https://drive.google.com/file/d/1-RP_Sr5dmgV1J-i_IYT6Kk3RP-iD2LJ_/view?usp=drivesdk
Collections,24CHLC16361,662854941624568576,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",103526486,2024-10-15 00:00:00.000,Judgment,2,1266370355514455875251631653310323653,Judgment,JUD015,,
Collections,24CHLC16468,217068111822118720,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100320503,2024-05-03 00:00:00.000,Complaint,2,735787875344554936201445015700178092,Complaint,COM040,complaint_24chlc16468_100320503,https://drive.google.com/file/d/16B3mKyw0O8lPm4OmMMV9p7okQWRhlDu_/view?usp=drivesdk
Collections,24CHLC16468,217068111822118720,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100320504,2024-05-03 00:00:00.000,Summons,2,253161300186969484330545006987719839,Issuance,ISS030,,
Collections,24CHLC16468,217068111822118720,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100320505,2024-05-03 00:00:00.000,Civil Case Cover Sheet,2,548442384090792173348036252985950281,Miscellaneous,MISC020,,
Collections,24CHLC16468,217068111822118720,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100320506,2024-05-03 00:00:00.000,Declaration (name extension),2,798347527225588668612770280264006496,Declaration,DEC010,declaration_24chlc16468_100320506,https://drive.google.com/file/d/1xEDki1gcEBA-os8f4ooOI0d58ucS7Ccq/view?usp=drivesdk
Collections,24CHLC16468,217068111822118720,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100320507,2024-05-03 00:00:00.000,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),2,916329458518289698880591467653886258,Declaration,DEC075,declaration_24chlc16468_100320507,
Collections,24CHLC16468,217068111822118720,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100320508,2024-05-03 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",2,1199158294726886276974522992872086241,Order to Show Cause,OSC030,,
Collections,24CHLC16468,217068111822118720,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100320509,2024-05-03 00:00:00.000,Notice of Case Assignment - Limited Civil Case,2,1246323088025975352010362096941736907,Notice,NTC040L,,
Collections,24CHLC16468,217068111822118720,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100411009,2024-05-09 00:00:00.000,Proof of Personal Service,2,1051724181669630537439031054003198713,Proof of Service,POS110,,
Collections,24CHLC16468,217068111822118720,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",102305989,2024-08-09 00:00:00.000,Request for Entry of Default / Judgment,2,430811241034129766665428684103867264,Request,REQ080,request_for_default_judgment_24chlc16468_102305989,https://drive.google.com/file/d/1ld4LCH7pHVOyP5oFGRHTpEErU4OKBVp9/view?usp=drivesdk
Collections,24CHLC16468,217068111822118720,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",102305991,2024-08-09 00:00:00.000,Declaration (name extension),2,794760296014878680606535062663492337,Declaration,DEC010,declaration_24chlc16468_102305991,https://drive.google.com/file/d/1yzHfMmlauKoiyOBPkTbcee1RT_k3RHXg/view?usp=drivesdk
Collections,24CHLC16468,217068111822118720,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",102305992,2024-08-09 00:00:00.000,Declaration (name extension),2,639228732481388858721649761734505134,Declaration,DEC010,declaration_24chlc16468_102305992,https://drive.google.com/file/d/1zbV71RRntVTMeHFtevCjM7iQEYTBRH34/view?usp=drivesdk
Collections,24CHLC16468,217068111822118720,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",102305993,2024-08-09 00:00:00.000,Declaration re: Attorney's Fees,2,50890438568223371511675029542053735,Declaration,DEC080,declaration_24chlc16468_102305993,
Collections,24CHLC16468,217068111822118720,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",102305994,2024-08-09 00:00:00.000,Declaration of Costs - CCP 1033,2,1123546447491991270783068213669826367,Costs,CST010,declaration_24chlc16468_102305994,
Collections,24CHLC16468,217068111822118720,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",102305995,2024-08-09 00:00:00.000,Request for Dismissal,2,485139346892327987459720303089083343,Request,REQ070,,
Collections,24CHLC16468,217068111822118720,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",102305990,2024-09-09 00:00:00.000,Judgment,2,820513242615380200502922242352300059,Judgment,JUD015,,
Collections,24CHLC17961,956312403240751104,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100531904,2024-05-15 00:00:00.000,Complaint,2,966235092659912041822238145498782187,Complaint,COM040,complaint_24chlc17961_100531904,https://drive.google.com/file/d/1njzy2wcBFEh7IGuk8hs8n42ZwUvnV8sQ/view?usp=drivesdk
Collections,24CHLC17961,956312403240751104,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100531905,2024-05-15 00:00:00.000,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),2,1141957072061566896069309068845812453,Declaration,DEC075,declaration_24chlc17961_100531905,
Collections,24CHLC17961,956312403240751104,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100531906,2024-05-15 00:00:00.000,Civil Case Cover Sheet,2,281429956465440020887919500858050603,Miscellaneous,MISC020,,
Collections,24CHLC17961,956312403240751104,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100531907,2024-05-15 00:00:00.000,Summons,2,1143391795359210594771178602919717348,Issuance,ISS030,,
Collections,24CHLC17961,956312403240751104,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100531908,2024-05-15 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",2,814471519486399299264468974145367502,Order to Show Cause,OSC030,,
Collections,24CHLC17961,956312403240751104,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100531909,2024-05-15 00:00:00.000,Notice of Case Assignment - Limited Civil Case,2,714520651327167159637832685492992533,Notice,NTC040L,,
Collections,24CHLC17961,956312403240751104,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",101138709,2024-06-12 00:00:00.000,Proof of Personal Service,2,1003013078207959959792443500884496158,Proof of Service,POS110,,
Collections,24CHLC17961,956312403240751104,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",108479700,2025-05-21 00:00:00.000,Minute Order,2,281270654732223944809585928268039029,Rulings,RUL010,,
Collections,24CHLC17961,956312403240751104,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",108686307,2025-05-29 00:00:00.000,"Declaration of Interest, Costs and Attorney Fees",2,877858246926535121939953925068593915,Costs,CST020,declaration_24chlc17961_108686307,
Collections,24CHLC17961,956312403240751104,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",108686308,2025-05-29 00:00:00.000,Declaration Pursuant to 585 CCP in Support of Default Judgment,2,607277359418674203633693944607322984,Declaration,DEC071,declaration_24chlc17961_108686308,https://drive.google.com/file/d/1nO1sisjqmP3RVBwDRjXs5WGKVxStFzzJ/view?usp=drivesdk
Collections,24CHLC17961,956312403240751104,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",108686309,2025-05-29 00:00:00.000,Request for Entry of Default / Judgment,2,1195584854771383366154434815448369233,Request,REQ080,request_for_default_judgment_24chlc17961_108686309,https://drive.google.com/file/d/1EK91BDzopDYZcUKkLZb8k0Rz-L6-s9iH/view?usp=drivesdk
Collections,24CHLC17961,956312403240751104,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",108686306,2025-06-11 00:00:00.000,Default Judgment,2,943601898467773052076559480528741705,Judgment,JUD020,,
Collections,24CHLC18203,885196495534109568,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100565361,2024-05-15 00:00:00.000,Complaint,2,69767018158215706323678500393447764,Complaint,COM040,complaint_24chlc18203_100565361,https://drive.google.com/file/d/1sRKMd8SP6jeevCGdPEJTOD0_K7-rM0XD/view?usp=drivesdk
Collections,24CHLC18203,885196495534109568,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100565362,2024-05-15 00:00:00.000,Declaration (name extension),2,231274023834469060451314871685545188,Declaration,DEC010,declaration_24chlc18203_100565362,https://drive.google.com/file/d/1pCDlEsFO_-nAhT4Sq7PpJSKBwINqybxa/view?usp=drivesdk
Collections,24CHLC18203,885196495534109568,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100565363,2024-05-15 00:00:00.000,Summons,2,484356750378533883736782704176280395,Issuance,ISS030,,
Collections,24CHLC18203,885196495534109568,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100565364,2024-05-15 00:00:00.000,Civil Case Cover Sheet,2,888884866557798317143240122066803280,Miscellaneous,MISC020,,
Collections,24CHLC18203,885196495534109568,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100565365,2024-05-15 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",2,605575126570520669332258921301046159,Order to Show Cause,OSC030,,
Collections,24CHLC18203,885196495534109568,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100565366,2024-05-15 00:00:00.000,Notice of Case Assignment - Limited Civil Case,2,795154109067822547804906197156255719,Notice,NTC040L,,
Collections,24CHLC18203,885196495534109568,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100737540,2024-05-23 00:00:00.000,Proof of Personal Service,2,683989150722693939891726108114294443,Proof of Service,POS110,,
Collections,24CHLC18203,885196495534109568,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",107090545,2025-03-19 00:00:00.000,Request for Dismissal,2,878247591763163619045376196978531471,Request,REQ070,,
Collections,24CHLC18203,885196495534109568,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",107090546,2025-03-19 00:00:00.000,Declaration (name extension),2,359619799306141974868349604720923625,Declaration,DEC010,declaration_24chlc18203_107090546,https://drive.google.com/file/d/1q4sJXH2KqkMgi__Xph_WLI1UU4GFwWB-/view?usp=drivesdk
Collections,24CHLC18203,885196495534109568,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",107090547,2025-03-19 00:00:00.000,Declaration (name extension),2,735959019326904011693573149401452282,Declaration,DEC010,declaration_24chlc18203_107090547,https://drive.google.com/file/d/14a5vwQDt0UKuzzf77dyIopLax0SHfNXR/view?usp=drivesdk
Collections,24CHLC18203,885196495534109568,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",107090549,2025-03-19 00:00:00.000,Request for Entry of Default / Judgment,2,802431799946481917417326489856199667,Request,REQ080,request_for_default_judgment_24chlc18203_107090549,https://drive.google.com/file/d/19cu-pgR6-TZsjotCJl0yPQZMS50pL-d3/view?usp=drivesdk
Collections,24CHLC18203,885196495534109568,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",107090548,2025-04-03 00:00:00.000,Default Judgment,2,186855869648747620130782325614495081,Judgment,JUD020,,
Collections,24CHLC18697,1012356314892544256,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100625462,2024-05-20 00:00:00.000,Complaint,2,206803444611271611281908362234255271,Complaint,COM040,complaint_24chlc18697_100625462,https://drive.google.com/file/d/1o2QYsVfw3cKfJu22LFXwO7E_io2LhFEC/view?usp=drivesdk
Collections,24CHLC18697,1012356314892544256,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100625463,2024-05-20 00:00:00.000,Declaration (name extension),2,824434956875117096925353756577763483,Declaration,DEC010,declaration_24chlc18697_100625463,https://drive.google.com/file/d/1sb-Js0pIlKBWs_3CHPW3xRdJM4IHEPT6/view?usp=drivesdk
Collections,24CHLC18697,1012356314892544256,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100625464,2024-05-20 00:00:00.000,Civil Case Cover Sheet,2,203345130331494691477644174965544217,Miscellaneous,MISC020,,
Collections,24CHLC18697,1012356314892544256,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100625465,2024-05-20 00:00:00.000,Summons,2,83161146993117131006062495722173357,Issuance,ISS030,,
Collections,24CHLC18697,1012356314892544256,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100625466,2024-05-20 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",2,495489555948288868595457499887287687,Order to Show Cause,OSC030,,
Collections,24CHLC18697,1012356314892544256,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100625467,2024-05-20 00:00:00.000,Notice of Case Assignment - Limited Civil Case,2,878707381988055883826347165057546121,Notice,NTC040L,,
Collections,24CHLC18697,1012356314892544256,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",101001570,2024-06-06 00:00:00.000,Declaration (name extension),2,298919195662079047447726195121370118,Declaration,DEC010,declaration_24chlc18697_101001570,https://drive.google.com/file/d/1ppSgjWEu0hirVu419WsOrYtnB5l6NJsM/view?usp=drivesdk
Collections,24CHLC18697,1012356314892544256,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",103207730,2024-09-23 00:00:00.000,Declaration (name extension),2,638793806915439934628405643883265135,Declaration,DEC010,declaration_24chlc18697_103207730,https://drive.google.com/file/d/1vYSwRyPTq4auZESPk1G6wi0W-o9uOEBe/view?usp=drivesdk
Collections,24CHLC18697,1012356314892544256,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",103624910,2024-10-11 00:00:00.000,Proof of Personal Service,2,423307016642134862050669197606300253,Proof of Service,POS110,,
Collections,24CHLC18697,1012356314892544256,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",107971655,2025-04-28 00:00:00.000,Request for Entry of Default / Judgment,2,314745934594081673586266568263545467,Request,REQ080,request_for_default_judgment_24chlc18697_107971655,https://drive.google.com/file/d/1NvcjolVXV8R1QOT-yVCGKX8dmageXV5B/view?usp=drivesdk
Collections,24CHLC18697,1012356314892544256,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",107971657,2025-04-28 00:00:00.000,Declaration (name extension),2,65401305051410179176741987110562920,Declaration,DEC010,declaration_24chlc18697_107971657,https://drive.google.com/file/d/1E40TMrk4pK6YDfsGX5JP-wiTVedbTXid/view?usp=drivesdk
Collections,24CHLC18697,1012356314892544256,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",107971658,2025-04-28 00:00:00.000,Declaration (name extension),2,813768243544723486732231341726950987,Declaration,DEC010,declaration_24chlc18697_107971658,https://drive.google.com/file/d/1gdZ_OgkQpt0DbVkr1nfs__33EDHNac4R/view?usp=drivesdk
Collections,24CHLC18697,1012356314892544256,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",107971659,2025-04-28 00:00:00.000,Request for Dismissal,2,470332916777746319118141259587464548,Request,REQ070,,
Collections,24CHLC18697,1012356314892544256,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",107971660,2025-04-28 00:00:00.000,Declaration (name extension),2,557528901772906967671661669608311924,Declaration,DEC010,declaration_24chlc18697_107971660,https://drive.google.com/file/d/1dYhY2UG1OVHrbdE0s0VRNtZYbojbBkqx/view?usp=drivesdk
Collections,24CHLC18697,1012356314892544256,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",107971661,2025-04-28 00:00:00.000,Declaration (name extension),2,432211077656763222451324793468066475,Declaration,DEC010,declaration_24chlc18697_107971661,https://drive.google.com/file/d/155ewH_OWSD4WGD8Q1q8g5SYvnP8ASBUC/view?usp=drivesdk
Collections,24CHLC18697,1012356314892544256,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",107971662,2025-05-02 00:00:00.000,Default Judgment,2,281088233274916825574932773570088404,Judgment,JUD020,,
Collections,24CHLC18885,522436069326387584,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100649649,2024-05-20 00:00:00.000,Complaint,2,552566309133071887677821511542146432,Complaint,COM040,complaint_24chlc18885_100649649,https://drive.google.com/file/d/1Z5xSSmtDgZ9O4HFDgEKdr1WY7lcuso7V/view?usp=drivesdk
Collections,24CHLC18885,522436069326387584,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100649650,2024-05-20 00:00:00.000,Civil Case Cover Sheet,2,771726397771780865559086120846031942,Miscellaneous,MISC020,,
Collections,24CHLC18885,522436069326387584,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100649651,2024-05-20 00:00:00.000,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),2,243745864050893065682270860257868363,Declaration,DEC075,declaration_24chlc18885_100649651,
Collections,24CHLC18885,522436069326387584,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100649652,2024-05-20 00:00:00.000,Summons,2,338528225353130422226873716843894757,Issuance,ISS030,,
Collections,24CHLC18885,522436069326387584,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100649653,2024-05-20 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",2,1200590864165311865661728565247195929,Order to Show Cause,OSC030,,
Collections,24CHLC18885,522436069326387584,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100649654,2024-05-20 00:00:00.000,Notice of Case Assignment - Limited Civil Case,2,757040880198354643199669020888354570,Notice,NTC040L,,
Collections,24CHLC18885,522436069326387584,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",101239380,2024-06-18 00:00:00.000,Proof of Service by Substituted Service,2,1090877339180070077437293313190079584,Proof of Service,POS160,,
Collections,24CHLC18885,522436069326387584,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",103138529,2024-09-17 00:00:00.000,Request for Dismissal,2,866328790408226865802439638908606802,Request,REQ070,,
Collections,24CHLC18885,522436069326387584,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",103138531,2024-09-17 00:00:00.000,Request for Entry of Default / Judgment,2,935737873191665645860564969100267867,Request,REQ080,request_for_default_judgment_24chlc18885_103138531,https://drive.google.com/file/d/1kv3klbRBVdTy9ikTfzKF75P-GQLxL90w/view?usp=drivesdk
Collections,24CHLC18885,522436069326387584,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",103138532,2024-09-17 00:00:00.000,Declaration (name extension),2,554613885764109986129956845703693577,Declaration,DEC010,declaration_24chlc18885_103138532,https://drive.google.com/file/d/12Z6cNGFRkCDnqgV1EJ0YU6FtcreObJqw/view?usp=drivesdk
Collections,24CHLC18885,522436069326387584,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",103138533,2024-09-17 00:00:00.000,Declaration (name extension),2,1303454872224087877195125574959376076,Declaration,DEC010,declaration_24chlc18885_103138533,https://drive.google.com/file/d/1cdj0mRPH_ayXVuBS1PJ_TbqyCoozpK0p/view?usp=drivesdk
Collections,24CHLC18885,522436069326387584,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",103138530,2024-10-07 00:00:00.000,Default Judgment,2,859835357693326288568902096544907120,Judgment,JUD020,,
Collections,24CHLC20761,87612878317822880,"Collections Case - Purchased Debt (Charged Off Consumer Debt Purchased on or after January 1,2014)",100873720,2024-05-31 00:00:00.000,Complaint,2,275714005365926291858759826167905190,Complaint,COM040,complaint_24chlc20761_100873720,https://drive.google.com/file/d/1Ae6QL8ARl_iejkDjiJfIDSyUngKT-bhi/view?usp=drivesdk
