CASE_NUMBER,DOCUMENT_ID,DOCUMENT_FILED_DATE,DOCUMENT_NAME,DOCUMENT_NAME_DRIVE,LINK_DRIVE
23NWLC32904,96754881,2023-11-08 00:00:00.000,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),declaration_23nwlc32904_96754881,
23NWLC32904,96754882,2023-11-08 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",,
23NWLC32904,96754883,2023-11-08 00:00:00.000,Notice of Case Assignment - Limited Civil Case,,
23NWLC32904,99677845,2024-03-29 00:00:00.000,Proof of Service by Substituted Service,,
23NWLC32904,103649871,2024-09-25 00:00:00.000,Notice of Change of Address or Other Contact Information,,
23NWLC32904,104064569,2024-10-30 00:00:00.000,Request for Dismissal,,
23NWLC32904,104064570,2024-10-30 00:00:00.000,Request for Entry of Default / Judgment,request_for_default_judgment_23nwlc32904_104064570,https://drive.google.com/file/d/1pDk3k9laXGe4gXIRUx0b_O8AZVOK3A0H/view?usp=drivesdk
23NWLC32904,104064571,2024-10-30 00:00:00.000,Declaration of Costs - CCP 1033,declaration_23nwlc32904_104064571,
23NWLC32904,104064573,2024-10-30 00:00:00.000,Declaration Pursuant to 585 CCP in Support of Default Judgment,declaration_23nwlc32904_104064573,https://drive.google.com/file/d/1sYA_nZS_McrRSUqKHJEWUzZpmM5XtDO6/view?usp=drivesdk
23NWLC32904,104064572,2024-11-05 00:00:00.000,Default Judgment,,
23NWLC32904,108182590,2025-05-02 00:00:00.000,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",declaration_23nwlc32904_108182590,
23NWLC32904,108182589,2025-05-08 00:00:00.000,Writ of Execution,,
23NWLC33271,96831657,2023-11-13 00:00:00.000,Complaint,complaint_23nwlc33271_96831657,https://drive.google.com/file/d/1Xn56FOcUMxb3ow9rnpqNx9oA1jkwy0Zk/view?usp=drivesdk
23NWLC33271,96831658,2023-11-13 00:00:00.000,Summons,,
23NWLC33271,96831659,2023-11-13 00:00:00.000,Civil Case Cover Sheet,,
23NWLC33271,96831660,2023-11-13 00:00:00.000,Declaration (name extension),declaration_23nwlc33271_96831660,https://drive.google.com/file/d/1XIN7QSbT6fxHpcBo4poQCR_Pj-p-0gbb/view?usp=drivesdk
23NWLC33271,96831661,2023-11-13 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",,
23NWLC33271,96831663,2023-11-13 00:00:00.000,Notice of Case Assignment - Limited Civil Case,,
23NWLC33271,97171174,2023-11-30 00:00:00.000,Declaration (name extension),declaration_23nwlc33271_97171174,https://drive.google.com/file/d/1E6KFZ_4Vm6mb1OGTD1lRJFTsQ6NIc0bF/view?usp=drivesdk
23NWLC33271,97517807,2023-12-15 00:00:00.000,Proof of Service by Substituted Service,,
23NWLC33271,104310792,2024-11-12 00:00:00.000,Request for Entry of Default / Judgment,request_for_default_judgment_23nwlc33271_104310792,
23NWLC33271,104449783,2024-11-18 00:00:00.000,Minute Order,,
23NWLC33271,105271780,2024-12-10 00:00:00.000,Request for Entry of Default / Judgment,request_for_default_judgment_23nwlc33271_105271780,https://drive.google.com/file/d/15v4AfakgU3KNo2gf5AdQS-zpdVMDsWCI/view?usp=drivesdk
23NWLC33271,105271782,2024-12-10 00:00:00.000,Declaration (name extension),declaration_23nwlc33271_105271782,https://drive.google.com/file/d/1KpV8SChLd83-x0Rbh2ziNS61LvqEH1JN/view?usp=drivesdk
23NWLC33271,105271783,2024-12-10 00:00:00.000,Declaration (name extension),declaration_23nwlc33271_105271783,https://drive.google.com/file/d/1u4ZDddX0hVrL9x3Op-NgyuJbf1kvmD4z/view?usp=drivesdk
23NWLC33271,105271781,2024-12-31 00:00:00.000,Default Judgment,,
23NWLC33271,106311441,2025-02-14 00:00:00.000,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",declaration_23nwlc33271_106311441,
23NWLC33271,106311440,2025-02-18 00:00:00.000,Writ of Execution,,
23NWLC33271,107258734,2025-03-25 00:00:00.000,Declaration (name extension),declaration_23nwlc33271_107258734,
23NWLC33271,107258735,2025-03-25 00:00:00.000,Proof of Service by Mail,,
23NWLC33801,96957674,2023-11-16 00:00:00.000,Complaint,complaint_23nwlc33801_96957674,https://drive.google.com/file/d/1-46c6MLopXovmDCbaOd6QTxQhUZnikg8/view?usp=drivesdk
23NWLC33801,96957675,2023-11-16 00:00:00.000,Civil Case Cover Sheet,,
23NWLC33801,96957676,2023-11-16 00:00:00.000,Summons,,
23NWLC33801,96957677,2023-11-16 00:00:00.000,Declaration (name extension),declaration_23nwlc33801_96957677,https://drive.google.com/file/d/1JvT26Vk1giqwbuRKsNkrz3_pnGz8pLaQ/view?usp=drivesdk
23NWLC33801,96957678,2023-11-16 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",,
23NWLC33801,96957679,2023-11-16 00:00:00.000,Notice of Case Assignment - Limited Civil Case,,
23NWLC33801,97110011,2023-11-27 00:00:00.000,Proof of Personal Service,,
23NWLC33801,104156847,2024-10-31 00:00:00.000,Request for Entry of Default / Judgment,request_for_default_judgment_23nwlc33801_104156847,https://drive.google.com/file/d/1Ic3Gc2mfKsoQKM29sawDjhgD9RrLOFjh/view?usp=drivesdk
23NWLC33801,104156849,2024-10-31 00:00:00.000,Request for Dismissal,,
23NWLC33801,104156850,2024-10-31 00:00:00.000,Declaration re: Attorney's Fees,declaration_23nwlc33801_104156850,
23NWLC33801,104156851,2024-10-31 00:00:00.000,Declaration (name extension),declaration_23nwlc33801_104156851,https://drive.google.com/file/d/1jwyzwygcf0Rjngfl_l4jACh2wXCSJYyJ/view?usp=drivesdk
23NWLC33801,104156852,2024-10-31 00:00:00.000,Declaration (name extension),declaration_23nwlc33801_104156852,https://drive.google.com/file/d/1Fu8_xstgLikKoNM3Kw-hhNSPVnIJeqXZ/view?usp=drivesdk
23NWLC33801,104156848,2024-11-05 00:00:00.000,Judgment,,
23NWLC33883,96972597,2023-11-17 00:00:00.000,Complaint,complaint_23nwlc33883_96972597,https://drive.google.com/file/d/1J84DEwlYuzpsBeHKQOdXWMcceBe6QU__/view?usp=drivesdk
23NWLC33883,96972598,2023-11-17 00:00:00.000,Civil Case Cover Sheet,,
23NWLC33883,96972599,2023-11-17 00:00:00.000,Summons,,
23NWLC33883,96972600,2023-11-17 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",,
23NWLC33883,96972601,2023-11-17 00:00:00.000,Notice of Case Assignment - Limited Civil Case,,
23NWLC33883,97383046,2023-12-06 00:00:00.000,Proof of Service by Substituted Service,,
23NWLC33883,103394510,2024-09-17 00:00:00.000,Request for Dismissal,,
23NWLC33883,103394512,2024-09-17 00:00:00.000,Declaration (name extension),declaration_23nwlc33883_103394512,https://drive.google.com/file/d/1L3FCfiY8oBaMpE08kNf7BUgC-M3COaqJ/view?usp=drivesdk
23NWLC33883,103394513,2024-09-17 00:00:00.000,Declaration (name extension),declaration_23nwlc33883_103394513,https://drive.google.com/file/d/1jM2NvCcopp-Mpafh6slrexzI1fI39ra2/view?usp=drivesdk
23NWLC33883,103394514,2024-09-17 00:00:00.000,Request for Entry of Default / Judgment,request_for_default_judgment_23nwlc33883_103394514,https://drive.google.com/file/d/14USuFFBj50-iT8mZnYiD-o3CBNFUgcRz/view?usp=drivesdk
23NWLC33883,103394511,2024-10-04 00:00:00.000,Default Judgment,,
23NWLC33883,104756058,2024-12-03 00:00:00.000,Abstract of Judgment - Civil and Small Claims,,
23NWLC33883,107722343,2025-04-15 00:00:00.000,Notice of Change of Address or Other Contact Information,,
23NWLC37974,97697421,2023-12-27 00:00:00.000,Complaint,complaint_23nwlc37974_97697421,https://drive.google.com/file/d/1zUm6K4P4AFJ6XVTZeo0vTvh0IOzA-FEP/view?usp=drivesdk
23NWLC37974,97697422,2023-12-27 00:00:00.000,Civil Case Cover Sheet,,
23NWLC37974,97697423,2023-12-27 00:00:00.000,Declaration (name extension),declaration_23nwlc37974_97697423,https://drive.google.com/file/d/1SyfCVNKzmQ8geWO9H04Dixv2IydCkshr/view?usp=drivesdk
23NWLC37974,97697424,2023-12-27 00:00:00.000,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),declaration_23nwlc37974_97697424,
23NWLC37974,97697425,2023-12-27 00:00:00.000,Summons,,
23NWLC37974,97697426,2023-12-27 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",,
23NWLC37974,97697427,2023-12-27 00:00:00.000,Notice of Case Assignment - Limited Civil Case,,
23NWLC37974,98116658,2024-01-22 00:00:00.000,Proof of Personal Service,,
23NWLC37974,104445637,2024-11-07 00:00:00.000,Request for Entry of Default / Judgment,request_for_default_judgment_23nwlc37974_104445637,https://drive.google.com/file/d/1yg9Ha2awz_7xGqnldlMu3ADwl4RFHi9P/view?usp=drivesdk
23NWLC37974,104445639,2024-11-07 00:00:00.000,Request for Dismissal,,
23NWLC37974,104445640,2024-11-07 00:00:00.000,Declaration (name extension),declaration_23nwlc37974_104445640,https://drive.google.com/file/d/1gpfLE7uC1oJ2qzQansZyJNMLLXKvovaW/view?usp=drivesdk
23NWLC37974,104445641,2024-11-07 00:00:00.000,Declaration (name extension),declaration_23nwlc37974_104445641,https://drive.google.com/file/d/1k_4WsT1exZ39VovTL4Ox_JrTDhvYMBZ0/view?usp=drivesdk
23NWLC37974,104445642,2024-11-07 00:00:00.000,Declaration (name extension),declaration_23nwlc37974_104445642,https://drive.google.com/file/d/1X99brZrtXzRHm2De3iPdTswRi19qw9nH/view?usp=drivesdk
23NWLC37974,104445643,2024-11-07 00:00:00.000,Declaration re: Attorney's Fees,declaration_23nwlc37974_104445643,
23NWLC37974,104445638,2024-11-22 00:00:00.000,Default Judgment,,
24CHLC00373,97830390,2024-01-05 00:00:00.000,Complaint,complaint_24chlc00373_97830390,https://drive.google.com/file/d/1wmLTfLTjzC9DC313KtlUqeHkFsgXPAPq/view?usp=drivesdk
24CHLC00373,97830391,2024-01-05 00:00:00.000,Declaration (name extension),declaration_24chlc00373_97830391,https://drive.google.com/file/d/1o4eKsFemZyoJCepRERDxzSB10rx05bWD/view?usp=drivesdk
24CHLC00373,97830392,2024-01-05 00:00:00.000,Summons,,
24CHLC00373,97830393,2024-01-05 00:00:00.000,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),declaration_24chlc00373_97830393,
24CHLC00373,97830394,2024-01-05 00:00:00.000,Civil Case Cover Sheet,,
24CHLC00373,97830395,2024-01-05 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",,
24CHLC00373,97830396,2024-01-05 00:00:00.000,Notice of Case Assignment - Limited Civil Case,,
24CHLC00373,98140522,2024-01-22 00:00:00.000,Proof of Service by Substituted Service,,
24CHLC00373,103366198,2024-09-30 00:00:00.000,Request for Entry of Default / Judgment,request_for_default_judgment_24chlc00373_103366198,https://drive.google.com/file/d/15_qLBZnyzXppWXha8b57NKbk73PWUSf5/view?usp=drivesdk
24CHLC00373,103366199,2024-09-30 00:00:00.000,Declaration (name extension),declaration_24chlc00373_103366199,https://drive.google.com/file/d/1NJlYu6GDhxdWSohI0H8f0dlVg9z6ErBp/view?usp=drivesdk
24CHLC00373,103366201,2024-09-30 00:00:00.000,Declaration (name extension),declaration_24chlc00373_103366201,https://drive.google.com/file/d/1flt4KOmsaAnehueJNb3Xvvh0V23aclL-/view?usp=drivesdk
24CHLC00373,103366206,2024-09-30 00:00:00.000,Request for Dismissal,,
24CHLC00373,103366207,2024-09-30 00:00:00.000,Declaration of Costs - CCP 1033,declaration_24chlc00373_103366207,
24CHLC00373,103366208,2024-09-30 00:00:00.000,Declaration (name extension),declaration_24chlc00373_103366208,https://drive.google.com/file/d/14PAFthXT5hIJAV1ZtAbskYYwwsU5ENGg/view?usp=drivesdk
24CHLC00373,103366200,2024-10-15 00:00:00.000,Judgment,,
24CHLC00593,97864029,2024-01-05 00:00:00.000,Complaint,complaint_24chlc00593_97864029,https://drive.google.com/file/d/1p7TEWL7bEmdGdMGsD0o2j5L2_bIkaxeo/view?usp=drivesdk
24CHLC00593,97864030,2024-01-05 00:00:00.000,Summons,,
24CHLC00593,97864031,2024-01-05 00:00:00.000,Civil Case Cover Sheet,,
24CHLC00593,97864032,2024-01-05 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",,
24CHLC00593,97864033,2024-01-05 00:00:00.000,Notice of Case Assignment - Limited Civil Case,,
24CHLC00593,98165368,2024-01-23 00:00:00.000,Proof of Service by Substituted Service,,
24CHLC00593,104939074,2024-12-10 00:00:00.000,Declaration Pursuant to 585 CCP in Support of Default Judgment,declaration_24chlc00593_104939074,https://drive.google.com/file/d/1s2CYboOGAupCvC8HpjDfqYxk8bVuzsdQ/view?usp=drivesdk
24CHLC00593,104939075,2024-12-10 00:00:00.000,Request for Dismissal,,
24CHLC00593,104939076,2024-12-10 00:00:00.000,Request for Entry of Default / Judgment,request_for_default_judgment_24chlc00593_104939076,https://drive.google.com/file/d/1UePY4cWjfyI2kFdu6rGvYBqkjp903-aa/view?usp=drivesdk
24CHLC00593,104939077,2024-12-10 00:00:00.000,Declaration of Costs - CCP 1033,declaration_24chlc00593_104939077,
24CHLC00593,104939078,2024-12-12 00:00:00.000,Judgment,,
24CHLC01046,97939767,2024-01-11 00:00:00.000,Complaint,complaint_24chlc01046_97939767,https://drive.google.com/file/d/1UTp_IgdBPaOudN2z28HRJFyXII6o1EDI/view?usp=drivesdk
24CHLC01046,97939768,2024-01-11 00:00:00.000,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),declaration_24chlc01046_97939768,
24CHLC01046,97939769,2024-01-11 00:00:00.000,Declaration (name extension),declaration_24chlc01046_97939769,https://drive.google.com/file/d/1uCPIkfF7xw_UpE2yA9xKO31y73X5-O8_/view?usp=drivesdk
24CHLC01046,97939770,2024-01-11 00:00:00.000,Civil Case Cover Sheet,,
24CHLC01046,97939771,2024-01-11 00:00:00.000,Summons,,
24CHLC01046,97939772,2024-01-11 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",,
24CHLC01046,97939773,2024-01-11 00:00:00.000,Notice of Case Assignment - Limited Civil Case,,
24CHLC01046,98101504,2024-01-17 00:00:00.000,Declaration (name extension),declaration_24chlc01046_98101504,https://drive.google.com/file/d/1373mjIz_raikKiMIjwSjq8sCjD2mSPXO/view?usp=drivesdk
24CHLC01046,98314038,2024-01-30 00:00:00.000,Proof of Service by Substituted Service,,
24CHLC01046,104437183,2024-11-18 00:00:00.000,Request for Entry of Default / Judgment,request_for_default_judgment_24chlc01046_104437183,https://drive.google.com/file/d/1VQR8Y_vz7FMF3SgEuaGppiWdNcEnd1lJ/view?usp=drivesdk
24CHLC01046,104437184,2024-11-18 00:00:00.000,Declaration (name extension),declaration_24chlc01046_104437184,https://drive.google.com/file/d/1t2qKom9APGlzkEPoseNYQUaWuPejFO8Y/view?usp=drivesdk
24CHLC01046,104437185,2024-11-18 00:00:00.000,Declaration (name extension),declaration_24chlc01046_104437185,https://drive.google.com/file/d/1C1BuO7ZVKccY6uLb5bN6DrSClWjOC42f/view?usp=drivesdk
24CHLC01046,104437186,2024-11-21 00:00:00.000,Default Judgment,,
24CHLC07523,99015649,2024-03-01 00:00:00.000,Complaint,complaint_24chlc07523_99015649,https://drive.google.com/file/d/1he-rt-CmW1O5Uo73Wf5N72C_LLsT9fMk/view?usp=drivesdk
24CHLC07523,99015650,2024-03-01 00:00:00.000,Declaration (name extension),declaration_24chlc07523_99015650,https://drive.google.com/file/d/1LEhvMoalJlff0AVEZYh6nPar1KQKg-pr/view?usp=drivesdk
24CHLC07523,99015651,2024-03-01 00:00:00.000,Civil Case Cover Sheet,,
24CHLC07523,99015652,2024-03-01 00:00:00.000,Summons,,
24CHLC07523,99015653,2024-03-01 00:00:00.000,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),declaration_24chlc07523_99015653,
24CHLC07523,99015654,2024-03-01 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",,
24CHLC07523,99015655,2024-03-01 00:00:00.000,Notice of Case Assignment - Limited Civil Case,,
24CHLC07523,99658226,2024-04-03 00:00:00.000,Proof of Personal Service,,
24CHLC07523,105238614,2024-12-23 00:00:00.000,Request for Entry of Default / Judgment,request_for_default_judgment_24chlc07523_105238614,https://drive.google.com/file/d/1a-iV25_RsEMAxF1DetUw6mM4DohLSili/view?usp=drivesdk
24CHLC07523,105238615,2024-12-23 00:00:00.000,Declaration (name extension),declaration_24chlc07523_105238615,https://drive.google.com/file/d/1xTdGpBY84_JRgAodW509KKfYsIUBoUyF/view?usp=drivesdk
24CHLC07523,105238617,2024-12-23 00:00:00.000,Declaration (name extension),declaration_24chlc07523_105238617,https://drive.google.com/file/d/1M7rD5uBGUMsSswcxZErkSzEjdeHgx5RZ/view?usp=drivesdk
24CHLC07523,105238616,2024-12-30 00:00:00.000,Default Judgment,,
24CHLC07523,106135932,2025-02-07 00:00:00.000,Abstract of Judgment - Civil and Small Claims,,
24CHLC07523,106135933,2025-02-07 00:00:00.000,Notice (name extension),,
24CHLC07816,99050446,2024-03-05 00:00:00.000,Complaint,complaint_24chlc07816_99050446,https://drive.google.com/file/d/1PpgA9kEnhoUM2KmTQqNWl8auUSb9N-LJ/view?usp=drivesdk
24CHLC07816,99050447,2024-03-05 00:00:00.000,Civil Case Cover Sheet,,
24CHLC07816,99050448,2024-03-05 00:00:00.000,Summons,,
24CHLC07816,99050449,2024-03-05 00:00:00.000,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),declaration_24chlc07816_99050449,
24CHLC07816,99050450,2024-03-05 00:00:00.000,Declaration (name extension),declaration_24chlc07816_99050450,https://drive.google.com/file/d/11fhifCxUBrNMoXm4n6s1_HGa01SYtyQL/view?usp=drivesdk
24CHLC07816,99050451,2024-03-05 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",,
24CHLC07816,99050452,2024-03-05 00:00:00.000,Notice of Case Assignment - Limited Civil Case,,
24CHLC07816,99398234,2024-03-21 00:00:00.000,Proof of Personal Service,,
24CHLC07816,105088544,2024-12-17 00:00:00.000,Request for Dismissal,,
24CHLC07816,105088545,2024-12-17 00:00:00.000,Declaration (name extension),declaration_24chlc07816_105088545,https://drive.google.com/file/d/18I5Ygi5zkYW08Twqg2G_9xxxPTMsEeP5/view?usp=drivesdk
24CHLC07816,105088547,2024-12-17 00:00:00.000,Request for Entry of Default / Judgment,request_for_default_judgment_24chlc07816_105088547,https://drive.google.com/file/d/1jHKpC2XmMfUovfEo08ZaxRlZdJSPcZhp/view?usp=drivesdk
24CHLC07816,105088548,2024-12-17 00:00:00.000,Declaration (name extension),declaration_24chlc07816_105088548,https://drive.google.com/file/d/15wo-_6CY0E2VAxfgJH5AJJ8DrlbdEJYa/view?usp=drivesdk
24CHLC07816,105088546,2024-12-18 00:00:00.000,Default Judgment,,
24CHLC07816,107100264,2025-03-21 00:00:00.000,Abstract of Judgment - Civil and Small Claims,,
24CHLC08010,99079712,2024-03-06 00:00:00.000,Complaint,complaint_24chlc08010_99079712,https://drive.google.com/file/d/1WXL5wv6H_QrzHUqldcbpBNm2hVwslQCr/view?usp=drivesdk
24CHLC08010,99079713,2024-03-06 00:00:00.000,Civil Case Cover Sheet,,
24CHLC08010,99079714,2024-03-06 00:00:00.000,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),declaration_24chlc08010_99079714,
24CHLC08010,99079715,2024-03-06 00:00:00.000,Declaration (name extension),declaration_24chlc08010_99079715,https://drive.google.com/file/d/1TRpkY7ZrxR-auzKmnDG5q5ZxG4o4RmU7/view?usp=drivesdk
24CHLC08010,99079716,2024-03-06 00:00:00.000,Summons,,
24CHLC08010,99079717,2024-03-06 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",,
24CHLC08010,99079718,2024-03-06 00:00:00.000,Notice of Case Assignment - Limited Civil Case,,
24CHLC08010,99773980,2024-04-09 00:00:00.000,Proof of Service by Substituted Service,,
24CHLC08010,104492340,2024-11-18 00:00:00.000,Request for Entry of Default / Judgment,request_for_default_judgment_24chlc08010_104492340,https://drive.google.com/file/d/1sG0FTl4ruJq_2j1o0U2rt9zVd8OFDs6P/view?usp=drivesdk
24CHLC08010,104492341,2024-11-18 00:00:00.000,Declaration (name extension),declaration_24chlc08010_104492341,https://drive.google.com/file/d/1CDTDcCN5rAPVZ1kDFsFfYSxZR6v_RLvA/view?usp=drivesdk
24CHLC08010,104492342,2024-11-18 00:00:00.000,Declaration (name extension),declaration_24chlc08010_104492342,https://drive.google.com/file/d/1W25LqybX4HVRWBaG_VpruD4XrqdUTF9U/view?usp=drivesdk
24CHLC08010,104492343,2024-11-21 00:00:00.000,Default Judgment,,
24CHLC08010,105148981,2024-12-20 00:00:00.000,Writ of Execution,,
24CHLC08010,105148982,2024-12-20 00:00:00.000,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",declaration_24chlc08010_105148982,
24CHLC08164,99101903,2024-03-06 00:00:00.000,Complaint,complaint_24chlc08164_99101903,https://drive.google.com/file/d/11VQ1QHbKmVVO92PXAbbK8QybqWZxLhxs/view?usp=drivesdk
24CHLC08164,99101904,2024-03-06 00:00:00.000,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),declaration_24chlc08164_99101904,
24CHLC08164,99101905,2024-03-06 00:00:00.000,Summons,,
24CHLC08164,99101906,2024-03-06 00:00:00.000,Civil Case Cover Sheet,,
24CHLC08164,99101907,2024-03-06 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",,
24CHLC08164,99101908,2024-03-06 00:00:00.000,Notice of Case Assignment - Limited Civil Case,,
24CHLC08164,100638388,2024-05-20 00:00:00.000,Proof of Personal Service,,
24CHLC08164,103741515,2024-10-15 00:00:00.000,Request for Entry of Default / Judgment,request_for_default_judgment_24chlc08164_103741515,https://drive.google.com/file/d/1O-x81qyy1oygYy-5IEm-j6aR02-AtepL/view?usp=drivesdk
24CHLC08164,103741517,2024-10-15 00:00:00.000,Declaration Pursuant to 585 CCP in Support of Default Judgment,declaration_24chlc08164_103741517,https://drive.google.com/file/d/1L3db_WbwCz3k8uOyB_2IPZtd6p3rnjXs/view?usp=drivesdk
24CHLC08164,103741518,2024-10-15 00:00:00.000,Declaration Pursuant to 585 CCP in Support of Default Judgment,declaration_24chlc08164_103741518,https://drive.google.com/file/d/1PVKFP-ibG18HsyieY9DViDSgpWQIafqV/view?usp=drivesdk
24CHLC08164,103741519,2024-10-15 00:00:00.000,Declaration of Costs - CCP 1033,declaration_24chlc08164_103741519,
24CHLC08164,103741520,2024-10-15 00:00:00.000,Request for Dismissal,,
24CHLC08164,103741516,2024-10-22 00:00:00.000,Judgment,,
24CHLC10633,99454046,2024-03-22 00:00:00.000,Complaint,complaint_24chlc10633_99454046,https://drive.google.com/file/d/1pbw1JT-MW7KnSUbiqlLbKRw7LUJ7XkDh/view?usp=drivesdk
24CHLC10633,99454047,2024-03-22 00:00:00.000,Civil Case Cover Sheet,,
24CHLC10633,99454048,2024-03-22 00:00:00.000,Summons,,
24CHLC10633,99454049,2024-03-22 00:00:00.000,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),declaration_24chlc10633_99454049,
24CHLC10633,99454050,2024-03-22 00:00:00.000,Declaration (name extension),declaration_24chlc10633_99454050,https://drive.google.com/file/d/1TKEDxHu-ZMIMAD7TIhUyt9xAlXW6Ao39/view?usp=drivesdk
24CHLC10633,99454051,2024-03-22 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",,
24CHLC10633,99454052,2024-03-22 00:00:00.000,Notice of Case Assignment - Limited Civil Case,,
24CHLC10633,100443480,2024-05-10 00:00:00.000,Proof of Service by Substituted Service,,
24CHLC10633,102408736,2024-08-14 00:00:00.000,Request for Entry of Default / Judgment,request_for_default_judgment_24chlc10633_102408736,
24CHLC10633,102408737,2024-08-14 00:00:00.000,Notice of Rejection Default/Clerk's Judgment,,
24CHLC10633,102408738,2024-08-14 00:00:00.000,Request for Dismissal,,
24CHLC10633,102408739,2024-08-14 00:00:00.000,Declaration re: Attorney's Fees,declaration_24chlc10633_102408739,
24CHLC10633,102408740,2024-08-14 00:00:00.000,Declaration of Costs - CCP 1033,declaration_24chlc10633_102408740,
24CHLC10633,102408741,2024-08-14 00:00:00.000,Declaration (name extension),declaration_24chlc10633_102408741,https://drive.google.com/file/d/1zwucl5H8k8e7u5KGt46zLJCD8gf6mhIT/view?usp=drivesdk
24CHLC10633,102408742,2024-08-14 00:00:00.000,Declaration (name extension),declaration_24chlc10633_102408742,https://drive.google.com/file/d/1TdgmhIA_11vIrGgk9BXYEZG1QJcbe_eT/view?usp=drivesdk
24CHLC10633,104126222,2024-11-04 00:00:00.000,Request for Entry of Default / Judgment,request_for_default_judgment_24chlc10633_104126222,https://drive.google.com/file/d/1NOBe5hZo13-9W1VzuqIYxr0U3JzXBmTT/view?usp=drivesdk
24CHLC10633,104126223,2024-11-04 00:00:00.000,Declaration (name extension),declaration_24chlc10633_104126223,https://drive.google.com/file/d/12Z7Ylm2561AazNAJxYWWea0do09HC1FV/view?usp=drivesdk
24CHLC10633,104126224,2024-11-04 00:00:00.000,Declaration (name extension),declaration_24chlc10633_104126224,https://drive.google.com/file/d/1GQ12w5BJMWn1SvlhrdldhziYuTKp0cNQ/view?usp=drivesdk
24CHLC10633,104126226,2024-11-04 00:00:00.000,Declaration re: Attorney's Fees,declaration_24chlc10633_104126226,
24CHLC10633,104126227,2024-11-04 00:00:00.000,Declaration of Costs - CCP 1033,declaration_24chlc10633_104126227,
24CHLC10633,104126225,2024-11-19 00:00:00.000,Judgment,,
24CHLC12162,99689966,2024-04-02 00:00:00.000,Complaint,complaint_24chlc12162_99689966,https://drive.google.com/file/d/1YhzLJ0XzyGD9C3Avo_louHScm0mY7rp2/view?usp=drivesdk
24CHLC12162,99689967,2024-04-02 00:00:00.000,Civil Case Cover Sheet,,
24CHLC12162,99689968,2024-04-02 00:00:00.000,Summons,,
24CHLC12162,99689970,2024-04-02 00:00:00.000,"Order to Show Cause Hearing/Case Management Review (Cal. Rules of Court, rule 3.740)",,
24CHLC12162,99689971,2024-04-02 00:00:00.000,Notice of Case Assignment - Limited Civil Case,,
24CHLC12162,101008045,2024-06-07 00:00:00.000,Declaration re: Due Diligence,declaration_24chlc12162_101008045,
24CHLC12162,101008046,2024-06-07 00:00:00.000,Proof of Personal Service,,
24CHLC12162,103853430,2024-10-22 00:00:00.000,Request for Entry of Default / Judgment,request_for_default_judgment_24chlc12162_103853430,https://drive.google.com/file/d/14G8RhxIzf3ReR1QlHp6Js0w5UY_DL5Xp/view?usp=drivesdk
24CHLC12162,103853432,2024-10-22 00:00:00.000,Declaration (name extension),declaration_24chlc12162_103853432,https://drive.google.com/file/d/1fJrHv6S4O9bOO5HecfFkQPfKbNFsWFNf/view?usp=drivesdk
24CHLC12162,103853433,2024-10-22 00:00:00.000,Summary of the Case,,
24CHLC12162,103853434,2024-10-22 00:00:00.000,Declaration re: Attorney's Fees,declaration_24chlc12162_103853434,
24CHLC12162,103853435,2024-10-22 00:00:00.000,Declaration of Costs - CCP 1033,declaration_24chlc12162_103853435,
24CHLC12162,103853436,2024-10-22 00:00:00.000,Request for Dismissal,,
24CHLC12162,103853431,2024-11-01 00:00:00.000,Judgment,,
